command	option	evidence	notes
diff-tree	--root	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --root is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--rotate-to	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --rotate-to is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--shortstat	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --shortstat is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--skip-to	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --skip-to is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--src-prefix	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --src-prefix is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--stat	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --stat is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--stdin	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --stdin is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--submodule	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --submodule is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--summary	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --summary is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--text	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --text is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--unified	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --unified is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	--word-diff	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --word-diff is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-B	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -B is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-C	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -C is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-D	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -D is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-G	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -G is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-I	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -I is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-M	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -M is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-O	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -O is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-R	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -R is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-S	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -S is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-U	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -U is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-a	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -a is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-b	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -b is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-c	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -c is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-m	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -m is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-p	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -p is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-r	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -r is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
diff-tree	-s	docs/cli/matrices/diff_tree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-diff-tree.txt; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-diff-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -s is covered by the existing exact stock-Git diff-tree evidence on the current helper-free local lanes, including parser parity, output parity, and documented commit-range, root, stdin, and patch-format compositions where modeled.
